Id,Adult,Ages,ColleagueSatisfaction,CompaniesWorkedCount,CompanyDuration,Division,DurationWithCurrManager,EducationBackground,EducationField,HomeDist,JobEngagement,JobLvl,LastPromotion,MarriageStatus,MonthlyPay,Outstation,Performance,Role,RoleDuration,SalaryIncreaseRate,Sex,StockOptionLvl,TrainingCount,WorkLifeQuality,WorkOverTime,WorkSatisfaction,WorkingDuration,WorkingHours,WorkplaceSatisfaction,Resigned
137,Y,59,Very High,2.0,3.0,Research & Development,0,Secondary,Life Sciences,1.0,High,1,0,Married,8194.0,rare,Very High,Research Scientist,2,26,Female,1.0,2,Best,No,Low,4,80,Low,0
138,Y,37,Low,4.0,1.0,Research & Development,0,Secondary,Life Sciences,2.0,High,1,0,Divorced,2434.0,rare,Very High,Laboratory Technician,0,26,Female,1.0,1,Better,No,Very High,6,80,Low,0
139,Y,24,Very High,1.0,4.0,Sales,3,Master,Marketing,8.0,High,2,0,Divorced,4869.0,rare,High,Sales Executive,2,12,Female,1.0,1,Best,Yes,High,4,80,Very High,0
140,Y,23,High,2.0,0.0,Sales,0,Primary,Technical Degree,1.0,High,1,0,Divorced,7485.0,rare,High,Sales Representative,0,14,Male,1.0,2,Better,No,Low,3,80,High,0
141,Y,54,Medium,1.0,1.0,Research & Development,0,Bachelor,Life Sciences,1.0,High,1,0,Married,17442.0,rare,High,Research Scientist,0,11,Male,0.0,0,Good,No,Very High,1,80,High,0
142,Y,31,Very High,0.0,10.0,Human Resources,8,Bachelor,Human Resources,8.0,High,2,2,Married,10726.0,rare,High,Human Resources,10,22,Male,0.0,1,Bad,Yes,Very High,11,80,High,0
143,Y,58,Medium,7.0,1.0,Research & Development,0,Bachelor,Medical,1.0,Medium,5,0,Married,14954.0,rare,High,Research Director,0,12,Male,3.0,1,Better,No,Low,31,80,High,0
144,Y,45,High,5.0,4.0,Research & Development,0,Secondary,Life Sciences,11.0,High,4,0,Married,4350.0,rare,Very High,Research Director,1,29,Male,1.0,2,Better,No,Low,20,80,Medium,0
145,Y,29,Very High,1.0,1.0,Research & Development,0,Bachelor,Life Sciences,1.0,Medium,1,0,Divorced,9672.0,rare,High,Research Scientist,0,15,Male,1.0,1,Bad,No,High,1,80,Low,0
146,Y,44,Medium,,1.0,Sales,0,Secondary,Marketing,4.0,High,5,0,Married,6216.0,rare,High,Manager,0,14,Male,0.0,2,Best,No,High,19,80,Very High,0
147,Y,55,Very High,6.0,7.0,Research & Development,0,Master,Life Sciences,6.0,High,3,2,Single,11699.0,rare,High,Healthcare Representative,6,22,Male,,3,Better,No,Medium,16,80,Medium,0
148,Y,25,Medium,0.0,4.0,Sales,4,Secondary,Other,7.0,High,2,0,Divorced,10510.0,rare,Very High,Sales Executive,3,26,Female,1.0,2,Good,Yes,High,5,80,Low,0
149,Y,55,Very High,1.0,29.0,Sales,12,Master,Life Sciences,1.0,Medium,5,10,Single,15844.0,no travel,High,Manager,7,21,Male,0.0,1,Best,Yes,High,30,80,Low,0
150,Y,42,Very High,1.0,16.0,Research & Development,12,Bachelor,Life Sciences,12.0,Medium,3,9,Married,19307.0,rare,High,Manufacturing Director,16,14,Female,2.0,1,Better,No,High,16,80,Low,0
151,Y,56,Very High,2.0,2.0,Research & Development,2,Bachelor,Life Sciences,5.0,High,2,1,Single,8502.0,rare,High,Laboratory Technician,2,19,Male,0.0,3,Better,No,Very High,17,80,Very High,0
152,Y,53,Low,2.0,4.0,Sales,3,Secondary,Technical Degree,7.0,High,2,0,Married,17602.0,frequent,High,Sales Executive,3,15,Male,1.0,3,Better,Yes,High,16,80,Medium,1
153,Y,30,Very High,1.0,9.0,Research & Development,9,Master,Life Sciences,1.0,Low,1,1,Divorced,14340.0,frequent,High,Research Scientist,7,21,Male,1.0,4,Better,No,Very High,9,80,Medium,0
154,Y,44,Medium,2.0,4.0,Research & Development,3,Bachelor,Life Sciences,2.0,Very High,2,0,Married,17801.0,rare,High,Laboratory Technician,3,14,Female,1.0,0,Good,Yes,Very High,15,80,High,0
155,Y,23,Low,1.0,4.0,Research & Development,2,Primary,Medical,7.0,Medium,1,0,Single,15521.0,rare,High,Laboratory Technician,4,11,Male,0.0,1,Better,Yes,High,4,80,Very High,1
156,Y,33,Medium,1.0,9.0,Research & Development,8,Primary,Life Sciences,13.0,Low,1,4,Single,3973.0,frequent,Very High,Research Scientist,2,26,Female,0.0,4,Better,Yes,Low,9,80,Medium,1
157,Y,55,Medium,,9.0,Research & Development,10,Secondary,Technical Degree,5.0,High,2,4,Divorced,16611.0,rare,High,Research Scientist,10,12,Male,2.0,2,Better,Yes,Low,16,80,Very High,0
158,Y,32,Medium,0.0,4.0,Research & Development,4,Secondary,Medical,24.0,Medium,1,0,Single,9034.0,frequent,High,Laboratory Technician,4,11,Male,0.0,1,Best,No,Medium,5,80,High,1
159,Y,49,Medium,2.0,,Research & Development,6,Master,Medical,1.0,High,4,3,Married,19963.0,rare,High,Research Director,19,22,Female,2.0,1,Best,No,High,24,80,Low,0
160,Y,38,Low,3.0,6.0,Research & Development,8,Bachelor,Medical,5.0,Very High,2,4,Divorced,12918.0,rare,High,Research Scientist,7,14,Male,2.0,1,Better,Yes,Low,12,80,High,0
161,Y,29,Low,1.0,1.0,Research & Development,0,Bachelor,Medical,1.0,Medium,1,0,Divorced,5773.0,frequent,High,Laboratory Technician,0,17,Male,2.0,1,Better,No,Medium,1,80,Low,1
162,Y,26,Very High,2.0,3.0,Research & Development,2,Master,Medical,13.0,High,1,0,Divorced,10870.0,rare,High,Laboratory Technician,2,14,Male,1.0,1,Better,Yes,Medium,4,80,Low,1
163,Y,45,Low,7.0,1.0,Research & Development,0,Bachelor,Life Sciences,6.0,High,3,0,Married,7299.0,rare,High,Healthcare Representative,0,18,Female,1.0,0,Good,No,Low,9,80,High,0
164,Y,44,High,2.0,1.0,Research & Development,0,Doctorate,Medical,22.0,High,3,0,Married,17478.0,frequent,High,Research Director,0,19,Female,0.0,4,Better,Yes,Low,18,80,Low,0
165,Y,53,Medium,2.0,4.0,Research & Development,4,Bachelor,Life Sciences,8.0,High,5,2,Single,12956.0,rare,High,Manager,4,17,Female,0.0,4,Better,No,Medium,19,80,High,0
166,Y,41,Medium,2.0,,Research & Development,6,Secondary,Life Sciences,21.0,High,3,0,Married,3078.0,no travel,Very High,Healthcare Representative,4,25,Male,1.0,1,Better,No,High,12,80,High,0
167,Y,49,High,3.0,2.0,Research & Development,0,Master,Life Sciences,8.0,High,1,1,Single,4503.0,rare,High,Laboratory Technician,2,12,Female,0.0,1,Better,No,High,6,80,Medium,0
168,Y,26,Very High,7.0,2.0,Sales,2,Secondary,Medical,24.0,Low,2,1,Single,16412.0,no travel,High,Sales Executive,2,21,Male,0.0,4,Better,No,Low,6,80,Medium,1
169,Y,47,Low,1.0,9.0,Sales,6,Bachelor,Marketing,22.0,Medium,2,2,Married,18118.0,no travel,High,Sales Executive,7,17,Male,1.0,1,Better,No,Low,9,80,Low,0
170,Y,37,High,2.0,4.0,Sales,3,Secondary,Marketing,14.0,Medium,2,0,Married,12788.0,rare,High,Sales Executive,2,18,Male,2.0,0,Bad,No,Medium,11,80,High,0
171,Y,41,Very High,0.0,17.0,Research & Development,9,Master,Technical Degree,1.0,High,3,7,Single,5236.0,frequent,Very High,Healthcare Representative,6,31,Female,0.0,0,Better,No,High,18,80,High,0
172,Y,36,High,6.0,2.0,Research & Development,2,Master,Medical,8.0,High,1,1,Married,15264.0,rare,High,Laboratory Technician,2,11,Male,1.0,2,Better,Yes,High,4,80,Very High,0
173,Y,44,Very High,1.0,9.0,Research & Development,9,Bachelor,Medical,20.0,High,3,3,Married,5620.0,rare,Very High,Manufacturing Director,10,25,Male,1.0,4,Good,Yes,Low,9,80,Very High,0
174,Y,34,Medium,3.0,2.0,Research & Development,2,Bachelor,Medical,21.0,Medium,1,1,Single,2747.0,rare,Very High,Research Scientist,2,24,Male,0.0,0,Better,Yes,Medium,4,80,Low,1
175,Y,45,Very High,1.0,22.0,Sales,12,Secondary,Life Sciences,22.0,High,4,2,Married,14729.0,frequent,High,Manager,13,12,Male,2.0,2,Best,Yes,Very High,23,80,High,0
176,Y,36,Very High,1.0,9.0,Sales,8,Bachelor,Life Sciences,23.0,High,2,4,Single,10371.0,rare,High,Sales Executive,7,21,Male,0.0,1,Better,Yes,Very High,9,80,High,1
177,Y,18,Very High,1.0,0.0,Research & Development,0,Primary,Medical,7.0,High,1,0,Single,10417.0,no travel,High,Laboratory Technician,0,12,Male,0.0,0,Better,No,High,0,80,High,1
178,Y,52,Very High,2.0,4.0,Research & Development,3,Primary,Life Sciences,1.0,High,5,2,,10549.0,frequent,High,Research Director,4,17,Male,0.0,2,Better,No,Very High,25,80,Medium,0
179,Y,42,Medium,2.0,1.0,Research & Development,0,Secondary,Life Sciences,7.0,High,2,0,Married,4234.0,rare,High,Manufacturing Director,0,18,Female,1.0,2,Better,Yes,Low,16,80,Medium,0
180,Y,36,High,0.0,4.0,Research & Development,3,Bachelor,Medical,13.0,Very High,1,0,Married,12539.0,rare,High,Laboratory Technician,4,14,Male,1.0,4,Better,No,Medium,5,80,Low,0
181,Y,41,Very High,,9.0,Research & Development,8,Secondary,Medical,2.0,Medium,2,0,,8054.0,rare,High,Laboratory Technician,8,17,Male,1.0,2,Better,No,High,10,80,High,0
182,Y,33,High,1.0,12.0,Sales,8,Master,Marketing,1.0,High,3,3,Married,,rare,High,Sales Executive,11,22,Female,2.0,2,Better,No,Very High,13,80,High,0
183,Y,39,Very High,2.0,7.0,Sales,6,Secondary,Life Sciences,1.0,Medium,2,4,Married,14865.0,no travel,High,Sales Executive,7,21,Male,1.0,0,Better,No,Very High,12,80,Very High,0
184,Y,27,High,4.0,2.0,Research & Development,0,Primary,Technical Degree,1.0,Medium,2,1,Married,7602.0,frequent,High,Manufacturing Director,2,22,Male,1.0,0,Better,No,Low,5,80,High,0
185,Y,30,High,5.0,3.0,Sales,2,Bachelor,Medical,1.0,Medium,1,0,Divorced,17653.0,rare,High,Sales Representative,2,22,Female,3.0,2,Better,Yes,High,4,80,Medium,1
186,Y,53,Very High,2.0,3.0,Research & Development,2,Bachelor,Medical,1.0,Medium,1,0,Married,3061.0,rare,High,Laboratory Technician,2,17,Male,1.0,1,Good,No,High,4,80,High,0
187,Y,47,High,3.0,4.0,Sales,2,Bachelor,Marketing,8.0,High,3,0,Divorced,14543.0,rare,High,Sales Executive,4,12,Male,1.0,1,Better,Yes,Low,16,80,Very High,0
188,Y,39,High,1.0,7.0,Sales,8,Secondary,Medical,6.0,Very High,2,4,Divorced,14509.0,rare,Very High,Sales Executive,0,29,Female,1.0,2,Better,Yes,Low,7,80,Low,0
189,Y,31,Medium,1.0,10.0,Sales,8,Secondary,Medical,3.0,Medium,2,1,,14922.0,rare,High,Sales Executive,8,12,Female,3.0,3,Good,Yes,Medium,10,80,High,0
190,Y,58,Very High,2.0,9.0,Sales,8,Doctorate,Life Sciences,15.0,High,4,4,Single,7743.0,rare,Very High,Manager,10,28,Female,0.0,1,Better,No,Medium,34,80,Low,0
191,Y,35,Very High,5.0,4.0,Sales,2,Master,Marketing,1.0,High,1,0,Married,8789.0,frequent,High,Sales Representative,3,21,Female,1.0,2,Better,No,High,5,80,High,0
192,Y,30,High,1.0,9.0,Sales,4,Bachelor,Life Sciences,15.0,Medium,2,0,Divorced,17824.0,rare,High,Sales Executive,7,15,Male,2.0,2,Better,No,High,9,80,High,0
193,Y,41,Low,0.0,18.0,Sales,10,Master,Marketing,12.0,High,4,7,Single,18798.0,rare,High,Sales Executive,8,12,Male,0.0,2,Better,No,Low,19,80,Medium,0
194,Y,43,High,1.0,7.0,Sales,8,Bachelor,Marketing,3.0,High,2,4,Single,7514.0,frequent,High,Sales Executive,7,21,Male,0.0,4,Better,No,Medium,7,80,Low,1
195,Y,43,Very High,0.0,8.0,Sales,8,Bachelor,Marketing,1.0,High,2,0,Divorced,3694.0,frequent,High,Sales Executive,3,19,Female,1.0,1,Better,No,Low,9,80,High,0
196,Y,32,Low,1.0,12.0,Sales,10,Secondary,Life Sciences,7.0,High,3,6,Divorced,6663.0,rare,High,Sales Executive,7,21,Male,1.0,4,Better,No,Very High,12,80,Low,0
197,Y,37,High,3.0,3.0,Research & Development,2,Master,Life Sciences,4.0,High,3,0,Married,,rare,High,Healthcare Representative,2,12,Female,2.0,4,Better,No,Low,8,80,Medium,0
198,Y,20,Very High,1.0,2.0,Sales,2,Bachelor,Marketing,17.0,Very High,1,1,Single,4241.0,rare,High,Sales Representative,1,19,Male,0.0,1,Better,No,Very High,2,80,High,0
199,Y,33,High,1.0,7.0,Research & Development,8,Bachelor,Medical,1.0,High,1,0,,3446.0,rare,High,Laboratory Technician,0,14,Female,1.0,3,Better,No,Medium,7,80,High,0
200,Y,23,Medium,0.0,4.0,Research & Development,2,Primary,Life Sciences,16.0,High,2,0,Single,18590.0,rare,High,Laboratory Technician,3,15,Male,0.0,1,Better,No,High,4,80,Low,0
201,Y,50,Low,3.0,0.0,Research & Development,0,Master,Medical,16.0,High,1,0,Married,4599.0,rare,High,Research Scientist,0,19,Male,2.0,1,Good,No,High,12,80,Very High,0
202,Y,32,Low,1.0,9.0,Sales,6,Master,Life Sciences,1.0,High,3,6,Divorced,7062.0,no travel,High,Sales Executive,8,22,Female,1.0,4,Good,Yes,High,9,80,Very High,0
203,Y,57,High,2.0,9.0,Research & Development,8,Doctorate,Medical,18.0,High,4,2,Married,14141.0,rare,Very High,Manager,8,31,Female,1.0,4,Better,No,High,33,80,Medium,0
204,Y,37,Very High,2.0,4.0,Sales,1,Master,Marketing,2.0,High,2,0,Single,15650.0,rare,High,Sales Executive,4,18,Female,0.0,2,Better,Yes,Medium,13,80,Low,0
205,Y,39,Very High,2.0,0.0,Research & Development,0,Primary,Life Sciences,1.0,High,1,0,Single,11147.0,rare,High,Research Scientist,0,19,Female,0.0,2,Good,No,Low,7,80,High,0
206,Y,34,Very High,7.0,4.0,Research & Development,2,Master,Medical,3.0,Medium,1,0,Married,6522.0,rare,High,Laboratory Technician,4,11,Female,0.0,4,Better,No,Medium,7,80,Low,0
207,Y,32,High,1.0,2.0,Sales,2,Bachelor,Marketing,4.0,High,1,1,Divorced,3412.0,frequent,High,Sales Representative,2,11,Female,1.0,4,Good,No,Medium,2,80,Very High,0
208,Y,46,High,2.0,11.0,Sales,12,Bachelor,Medical,23.0,Very High,4,7,Married,9096.0,rare,High,Sales Executive,12,21,Female,1.0,1,Better,Yes,Very High,21,80,Very High,0
209,Y,48,Very High,2.0,2.0,Sales,1,Master,Marketing,1.0,High,5,1,Single,17145.0,rare,High,Manager,2,12,Female,0.0,1,Good,No,Low,20,80,Medium,0
210,Y,36,Very High,1.0,14.0,Research & Development,10,Doctorate,Life Sciences,15.0,Very High,2,0,Married,19679.0,rare,High,Research Scientist,16,11,Male,0.0,1,Better,No,Low,14,80,Medium,0
211,Y,29,Very High,5.0,2.0,Research & Development,1,Master,Medical,1.0,High,1,1,Single,12463.0,rare,High,Research Scientist,2,19,Male,,2,Good,No,High,4,80,High,1
212,Y,31,High,1.0,4.0,Research & Development,4,Bachelor,Life Sciences,15.0,High,1,0,Single,17935.0,rare,High,Research Scientist,4,15,Female,0.0,3,Good,No,High,4,80,Low,0
213,Y,34,Very High,0.0,12.0,Research & Development,8,Bachelor,Medical,6.0,High,3,2,Married,19449.0,rare,High,Research Director,10,11,Male,,2,Best,No,High,13,80,High,0
214,Y,39,Medium,1.0,4.0,Research & Development,4,Secondary,Other,5.0,Medium,1,0,Married,12465.0,rare,High,Laboratory Technician,4,11,Female,1.0,2,Better,No,High,4,80,Very High,0
215,Y,45,High,3.0,3.0,Research & Development,2,Bachelor,Life Sciences,8.0,High,1,0,Single,18710.0,no travel,High,Research Scientist,2,14,Male,0.0,1,Good,No,High,6,80,Low,0
216,Y,27,Very High,1.0,1.0,Research & Development,0,Master,Life Sciences,1.0,High,1,0,Divorced,14889.0,rare,High,Laboratory Technician,0,14,Female,1.0,4,Better,No,Low,1,80,Very High,0
217,Y,33,High,1.0,12.0,Sales,9,Bachelor,Life Sciences,6.0,Medium,2,2,Married,12907.0,rare,High,Sales Executive,8,15,Male,1.0,2,Good,No,High,12,80,Very High,0
218,Y,22,Medium,1.0,4.0,Research & Development,3,Secondary,Other,22.0,Medium,1,0,Married,8048.0,no travel,High,Research Scientist,2,15,Female,0.0,1,Good,Yes,High,3,80,Medium,0
219,Y,33,Low,1.0,10.0,Sales,8,Master,Medical,5.0,High,2,3,Single,18219.0,rare,High,Sales Executive,8,18,Male,0.0,0,Better,No,High,11,80,Medium,0
220,Y,60,High,2.0,1.0,Sales,0,Bachelor,Marketing,24.0,Medium,4,0,Divorced,16622.0,rare,High,Manager,0,12,Male,1.0,2,Good,No,Very High,29,80,Low,0
221,Y,27,Very High,1.0,8.0,Research & Development,8,Secondary,Life Sciences,1.0,High,3,0,Married,4937.0,rare,High,Manufacturing Director,7,11,Female,0.0,2,Better,No,Low,8,80,High,0
222,Y,47,Low,0.0,7.0,Sales,1,Secondary,Technical Degree,1.0,Low,2,2,Single,9569.0,rare,High,Sales Representative,7,14,Male,0.0,2,Better,No,High,8,80,Medium,0
223,Y,42,High,2.0,2.0,Research & Development,2,Secondary,Life Sciences,7.0,High,2,1,Divorced,6993.0,no travel,High,Healthcare Representative,2,21,Male,0.0,1,Better,Yes,Very High,7,80,Very High,0
224,Y,42,Very High,3.0,4.0,Research & Development,3,Bachelor,Life Sciences,1.0,High,2,0,Divorced,7152.0,rare,High,Healthcare Representative,3,19,Female,1.0,2,Better,No,Very High,11,80,High,0
225,Y,44,High,4.0,0.0,Research & Development,0,Bachelor,Medical,10.0,Very High,2,0,Married,4710.0,rare,High,Healthcare Representative,0,21,Male,2.0,1,Good,No,Low,9,80,Medium,0
226,Y,36,Low,1.0,2.0,Sales,2,Bachelor,Marketing,1.0,High,1,1,Married,7608.0,rare,High,Sales Representative,2,14,Female,0.0,2,Better,No,Very High,2,80,Very High,0
227,Y,36,Low,1.0,1.0,Sales,0,Primary,Life Sciences,6.0,High,1,0,Married,12331.0,rare,High,Sales Representative,0,14,Male,1.0,2,Better,No,High,1,80,Very High,0
228,Y,27,High,1.0,8.0,Research & Development,8,Secondary,Life Sciences,8.0,High,3,0,Divorced,4066.0,frequent,Very High,Manufacturing Director,7,25,Male,2.0,3,Good,No,Low,8,80,Very High,0
229,Y,41,Low,0.0,7.0,Research & Development,8,Secondary,Life Sciences,15.0,High,2,0,Single,10269.0,rare,High,Manufacturing Director,7,11,Male,0.0,4,Better,No,High,8,80,Low,0
230,Y,53,Very High,6.0,2.0,Sales,2,Master,Marketing,7.0,High,1,1,Married,7823.0,rare,High,Sales Representative,2,17,Male,1.0,1,Better,No,Medium,3,80,Very High,0
231,Y,36,Very High,1.0,10.0,Research & Development,3,Bachelor,Life Sciences,13.0,Medium,3,2,Single,15964.0,rare,High,Healthcare Representative,8,22,Female,0.0,2,Bad,No,Medium,10,80,Very High,0
232,Y,37,Very High,6.0,11.0,Research & Development,8,Bachelor,Life Sciences,8.0,High,3,3,Married,19415.0,rare,High,Healthcare Representative,8,14,Male,1.0,0,Better,Yes,Low,13,80,Very High,0
233,Y,44,High,2.0,0.0,Sales,0,Master,Marketing,9.0,High,2,0,Divorced,2680.0,rare,High,Sales Executive,0,12,Male,2.0,3,Better,Yes,Very High,13,80,Medium,0
234,Y,31,Low,1.0,10.0,Research & Development,9,Bachelor,Life Sciences,1.0,Medium,2,6,Married,12068.0,rare,High,Healthcare Representative,11,22,Male,,2,Better,No,Very High,10,80,High,0
235,Y,32,Medium,1.0,9.0,Research & Development,9,Bachelor,Medical,20.0,Medium,2,0,Single,13061.0,rare,High,Healthcare Representative,10,22,Female,0.0,1,Better,No,Low,9,80,High,0
236,Y,34,Medium,0.0,12.0,Research & Development,10,Bachelor,Medical,8.0,High,1,2,Married,5156.0,rare,High,Research Scientist,11,14,Male,1.0,4,Better,No,Very High,13,80,Low,0
237,Y,30,Medium,2.0,6.0,Research & Development,8,Bachelor,Life Sciences,1.0,Medium,4,0,Divorced,3059.0,rare,High,Research Director,7,15,Female,2.0,1,Good,No,Very High,8,80,Very High,0
238,Y,34,Medium,5.0,,Research & Development,6,Master,Life Sciences,7.0,Very High,1,4,Married,4986.0,rare,High,Research Scientist,8,22,Male,1.0,0,Better,No,Low,13,80,Very High,0
239,Y,36,Medium,2.0,6.0,Research & Development,4,Bachelor,Life Sciences,1.0,Medium,3,4,Divorced,14797.0,rare,High,Manufacturing Director,7,21,Male,1.0,1,Best,No,Medium,13,80,High,0
240,Y,42,High,1.0,8.0,Research & Development,9,Bachelor,Life Sciences,1.0,High,2,5,Single,16879.0,rare,High,Research Scientist,8,14,Male,0.0,3,Better,No,Very High,8,80,High,0
241,Y,35,High,0.0,13.0,Sales,10,Master,Medical,20.0,Medium,2,6,Single,6248.0,rare,Very High,Sales Executive,10,28,Female,0.0,1,Best,Yes,Medium,14,80,Low,1
242,Y,44,Very High,4.0,,Sales,9,Bachelor,Marketing,22.0,High,4,2,Married,11367.0,frequent,High,Sales Executive,4,15,Female,1.0,1,Best,No,Medium,21,80,High,0
243,Y,39,Low,2.0,2.0,Research & Development,2,Master,Other,2.0,High,1,1,Married,2750.0,frequent,High,Research Scientist,2,18,Male,1.0,1,Better,No,High,7,80,High,0
244,Y,41,High,1.0,19.0,Research & Development,9,Primary,Life Sciences,1.0,Medium,4,7,,5700.0,rare,High,Manufacturing Director,6,18,Female,1.0,2,Better,No,Very High,19,80,Very High,0
245,Y,36,Very High,1.0,9.0,Sales,10,Master,Life Sciences,6.0,High,2,0,Married,10439.0,rare,High,Sales Executive,8,11,Female,0.0,1,Better,Yes,Very High,9,80,High,0
246,Y,53,High,1.0,3.0,Sales,2,Secondary,Marketing,2.0,Medium,1,0,Married,3340.0,rare,High,Sales Representative,2,15,Male,0.0,1,Better,Yes,High,3,80,Low,1
247,Y,21,High,1.0,2.0,Research & Development,2,Primary,Technical Degree,1.0,Medium,1,1,Single,18963.0,rare,High,Research Scientist,2,11,Female,0.0,4,Best,Yes,Medium,2,80,Very High,0
248,Y,32,Low,1.0,11.0,Sales,8,Master,Marketing,24.0,Medium,2,3,Married,10305.0,rare,High,Sales Executive,7,15,Female,2.0,2,Better,No,Very High,12,80,Low,0
249,Y,38,Medium,0.0,4.0,Research & Development,3,Primary,Life Sciences,8.0,High,1,2,Divorced,15027.0,rare,High,Research Scientist,3,14,Female,2.0,2,Good,Yes,Low,5,80,Very High,0
250,Y,33,Low,2.0,4.0,Research & Development,4,Doctorate,Life Sciences,5.0,High,1,0,Single,9599.0,rare,Very High,Research Scientist,4,24,Male,0.0,1,Better,No,High,7,80,High,0
251,Y,61,Very High,3.0,14.0,Sales,15,Bachelor,Medical,1.0,High,4,9,Divorced,16967.0,no travel,Very High,Manager,10,26,Male,1.0,0,Good,No,Medium,34,80,Medium,0
252,Y,29,Medium,1.0,4.0,Sales,2,Master,Medical,4.0,High,2,0,Single,18183.0,rare,High,Sales Executive,2,15,Male,0.0,2,Better,No,Very High,3,80,Low,0
253,Y,39,Very High,0.0,2.0,Sales,2,Bachelor,Marketing,8.0,Medium,1,0,Married,9361.0,rare,High,Sales Representative,2,22,Male,1.0,2,Better,No,Medium,3,80,Medium,0
254,Y,39,Medium,5.0,1.0,Research & Development,1,Doctorate,Medical,1.0,High,1,0,Married,15438.0,rare,High,Research Scientist,0,14,Male,1.0,0,Bad,Yes,High,5,80,Very High,0
255,Y,49,High,2.0,4.0,Sales,2,Bachelor,Medical,11.0,High,2,0,Married,18146.0,rare,High,Sales Executive,4,19,Female,1.0,3,Good,Yes,High,10,80,High,0
256,Y,36,Very High,,3.0,Research & Development,2,Secondary,Other,21.0,Medium,2,0,Single,10742.0,rare,High,Laboratory Technician,2,15,Male,0.0,2,Better,No,Very High,8,80,Low,0
257,Y,26,Low,1.0,1.0,Research & Development,0,Bachelor,Life Sciences,2.0,High,1,0,Married,8658.0,rare,Very High,Research Scientist,0,25,Female,0.0,4,Better,No,Very High,1,80,Low,0
258,Y,38,High,1.0,6.0,Research & Development,8,Master,Life Sciences,1.0,Medium,2,0,Divorced,2526.0,rare,High,Manufacturing Director,5,21,Male,1.0,1,Best,No,High,6,80,Low,0
259,Y,42,Medium,1.0,6.0,Sales,6,Bachelor,Marketing,22.0,High,2,4,Married,16706.0,rare,High,Sales Executive,7,15,Male,1.0,2,Good,No,Low,7,80,High,0
260,Y,48,High,2.0,9.0,Research & Development,9,Bachelor,Medical,15.0,High,2,0,Divorced,19681.0,rare,High,Manufacturing Director,7,15,Female,1.0,4,Good,No,High,17,80,High,0
